INFO exec -a "java" java -XX:MaxRAMPercentage=80.0 -XX:+UseParallelGC -XX:MinHeapFreeRatio=10 -XX:MaxHeapFreeRatio=20 -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -XX:+ExitOnOutOfMemoryError -cp "." -jar /deployments/apicurio-registry-app-3.0.9-runner.jar 
INFO running in /deployments
__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
2025-07+00-31 16:56:02 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:03 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:04 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:05 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:06 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:07 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:08 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:09 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:10 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:11 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:12 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:13 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:14 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:15 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:16 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:17 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:18 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:19 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:20 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:21 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:22 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:23 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:24 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:25 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:26 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:27 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:28 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:29 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:30 WARN [org.apache.kafka.clients.NetworkClient] (kafka-admin-client-thread | adminclient-1) [AdminClient clientId=adminclient-1] Connection to node -1 (my-cluster-kafka-bootstrap/172.30.143.6:9092) could not be established. Node may not be available.
2025-07+00-31 16:56:31 INFO [io.apicurio.registry.utils.kafka.KafkaUtil] (kafka-admin-client-thread | adminclient-1) Creating new Kafka topic: kafkasql-journal
2025-07+00-31 16:56:31 INFO [io.apicurio.registry.utils.kafka.KafkaUtil] (kafka-admin-client-thread | adminclient-1) Created new topic: kafkasql-journal
2025-07+00-31 16:56:31 INFO [io.apicurio.registry.utils.kafka.KafkaUtil] (kafka-admin-client-thread | adminclient-1) Creating new Kafka topic: kafkasql-snapshots
2025-07+00-31 16:56:31 INFO [io.apicurio.registry.utils.kafka.KafkaUtil] (kafka-admin-client-thread | adminclient-1) Created new topic: kafkasql-snapshots
2025-07+00-31 16:56:31 INFO [io.apicurio.registry.utils.kafka.KafkaUtil] (kafka-admin-client-thread | adminclient-1) Creating new Kafka topic: registry-events
2025-07+00-31 16:56:31 INFO [io.apicurio.registry.utils.kafka.KafkaUtil] (kafka-admin-client-thread | adminclient-1) Created new topic: registry-events
